n_seeds,seed_min,seed_max,top_axis_promoted_rate,mean_top_axis_effect_size,std_top_axis_effect_size,min_top_axis_effect_size,max_top_axis_effect_size,mean_top_axis_auroc,mean_canonical_signature_jaccard,min_canonical_signature_jaccard,mean_volatility_family_fraction,mean_n_promoted_axes,modal_top_readout_signature,modal_signature_count
24,0,23,1.0,3.9020220600992244,0.20793983613778494,3.5658955297182517,4.275164704429114,0.9995385416666668,0.9848484848484849,0.6363636363636364,0.9958333333333332,2.0,autocorr_lag1|rolling_vol_std|rolling_vol_mean|high_frequency_energy|max_drawdown_proxy|kurtosis_proxy|autocorr_lag5|turning_rate,10
